Date,INR
2012-01-01,52.49300003051758
2012-02-01,49.06800079345703
2012-03-01,50.86800003051758
2012-04-01,52.53799819946289
2012-05-01,56.22800064086914
2012-06-01,55.50299835205078
2012-07-01,55.42300033569336
2012-08-01,55.62799835205078
2012-09-01,52.847999572753906
2012-10-01,53.95800018310547
2012-11-01,54.8380012512207
2012-12-01,54.75299835205078
2013-01-01,53.303001403808594
2013-02-01,53.858001708984375
2013-03-01,54.27799987792969
2013-04-01,54.22800064086914
2013-05-01,56.37799835205078
2013-06-01,59.5260009765625
2013-07-01,60.80799865722656
2013-08-01,65.697998046875
2013-09-01,62.90999984741211
2013-10-01,61.31999969482422
2013-11-01,62.391998291015625
2013-12-01,61.779998779296875
2014-01-01,62.310001373291016
2014-02-01,62.02000045776367
2014-03-01,59.84000015258789
2014-04-01,60.417999267578125
2014-05-01,58.900001525878906
2014-06-01,60.03799819946289
2014-07-01,60.25
2014-08-01,60.51300048828125
2014-09-01,61.553001403808594
2014-10-01,61.43299865722656
2014-11-01,61.85300064086914
2014-12-01,63.37799835205078
2015-01-01,62.01300048828125
2015-02-01,61.75400161743164
2015-03-01,62.50899887084961
2015-04-01,63.44200134277344
2015-05-01,63.82500076293945
2015-06-01,63.7239990234375
2015-07-01,64.11799621582031
2015-08-01,66.14299774169922
2015-09-01,65.91999816894531
2015-10-01,65.44400024414062
2015-11-01,66.9000015258789
2015-12-01,66.45500183105469
2016-01-01,68.09300231933594
2016-02-01,68.7300033569336
2016-03-01,66.36799621582031
2016-04-01,66.41799926757812
2016-05-01,67.13300323486328
2016-06-01,67.41600036621094
2016-07-01,66.64800262451172
2016-08-01,67.12660217285156
2016-09-01,66.81629943847656
2016-10-01,66.78140258789062
2016-11-01,68.60800170898438
2016-12-01,67.9448013305664
2017-01-01,67.82099914550781
2017-02-01,66.69319915771484
2017-03-01,64.79000091552734
2017-04-01,64.25830078125
2017-05-01,64.61859893798828
2017-06-01,64.78510284423828
2017-07-01,64.12349700927734
2017-08-01,63.976200103759766
2017-09-01,65.36000061035156
2017-10-01,64.84239959716797
2017-11-01,64.41480255126953
2017-12-01,63.84080123901367
2018-01-01,63.769901275634766
2018-02-01,64.91000366210938
2018-03-01,65.0698013305664
2018-04-01,66.61000061035156
2018-05-01,67.43000030517578
2018-06-01,68.79669952392578
2018-07-01,68.68499755859375
2018-08-01,71.40499877929688
2018-09-01,72.51000213623047
2018-10-01,73.6500015258789
2018-11-01,69.91999816894531
2018-12-01,69.92250061035156
2019-01-01,71.12000274658203
2019-02-01,71.19000244140625
2019-03-01,69.43000030517578
2019-04-01,69.81179809570312
2019-05-01,69.9800033569336
2019-06-01,69.32499694824219
2019-07-01,69.07749938964844
2019-08-01,71.6801986694336
2019-09-01,70.49870300292969
2019-10-01,70.98999786376953
2019-11-01,71.72200012207031
2019-12-01,71.31099700927734
2020-01-01,71.63999938964844
2020-02-01,72.1500015258789
2020-03-01,75.4000015258789
2020-04-01,75.25849914550781
2020-05-01,75.51319885253906
2020-06-01,75.69999694824219
2020-07-01,74.98999786376953
2020-08-01,73.12830352783203
2020-09-01,73.84500122070312
2020-10-01,74.26399993896484
2020-11-01,73.94090270996094
2020-12-01,73.13400268554688
2021-01-01,72.90660095214844
2021-02-01,73.59590148925781
2021-03-01,73.44529724121094
2021-04-01,74.10579681396484
2021-05-01,72.39350128173828
2021-06-01,74.28759765625
2021-07-01,74.25199890136719
2021-08-01,73.41120147705078
2021-09-01,74.3219985961914
2021-10-01,74.79720306396484
2021-11-01,75.05490112304688
2021-12-01,74.43119812011719
2022-01-01,75.03900146484375
2022-02-01,75.06800079345703
2022-03-01,75.82779693603516
2022-04-01,76.58899688720703
2022-05-01,77.5208969116211
2022-06-01,78.89830017089844
2022-07-01,79.57150268554688
2022-08-01,79.68229675292969
2022-09-01,81.48059844970703
2022-10-01,82.23919677734375
2022-11-01,81.63089752197266
2022-12-01,82.739501953125
2023-01-01,81.57990264892578
2023-02-01,82.6520004272461
2023-03-01,82.10050201416016
2023-04-01,81.74539947509766
2023-05-01,82.68389892578125
2023-06-01,82.07540130615234
2023-07-01,82.25279998779297
2023-08-01,82.70040130615234
2023-09-01,83.19300079345703
2023-10-01,83.29650115966797
2023-11-01,83.3302993774414
2023-12-01,82.302001953125
2024-01-01,83.10970306396484
2024-02-01,82.91190338134766
2024-03-01,83.39299774169922
2024-04-01,83.45110321044922
2024-05-01,83.3208999633789
2024-06-01,83.45089721679688
2024-07-01,83.73899841308594
2024-08-01,83.89510345458984
2024-09-01,83.71640014648438
2024-10-01,84.08910369873047
2024-11-01,84.56189727783203
2024-12-01,85.7865982055664
2025-01-01,86.64700317382812
2025-02-01,87.3270034790039
2025-03-01,85.53880310058594
2025-04-01,85.1707992553711
2025-05-01,85.5156021118164
2025-06-01,85.4552993774414
2025-07-01,87.714599609375
2025-08-01,88.16699981689453
2025-09-01,88.70449829101562
2025-10-01,88.6344985961914
2025-11-01,89.34369659423828
2025-12-01,89.76940155029297
2026-01-01,91.68229675292969
2026-02-01,91.00740051269531
2026-03-01,94.35590362548828
2026-04-01,94.9166030883789
2026-05-01,95.00299835205078
2026-06-01,95.0999984741211
